id,title,addres,district,lat,lon,geocode_status,geocode_source,geocode_confidence,price,area,rooms,floor,total_floors,source_url,image_url,description,deal_type,building_type,metro_station,metro_time_minutes,created_at
43,"1-комн. квартира, 38 м²","Москва, ЮАО, ул. Красного Маяка, 10",Чертаново Центральное,55.612898,37.593050,geocoded,nominatim,0.55,11 200 000 ₽,38 м²,1,9,14,https://www.cian.ru/sale/flat/328537071/?context=3.iVSP45UuOik.AZeZTZ58S7WdQi1y3_reI1KRl4erjuvPA212q9LP7BDLfVgkNoxUtcuMgfsYuNrw9tP6v6OG0FGNZA&mlSearchSessionGuid=6ff1d5d960fdcc2828770d1c13f9858e,https://images.cdn-cian.ru/images/2847035945-1.jpg,"Развитый район, много магазинов.",Продажа,Панельный,Чертановская,6,2026-04-01
44,"4-комн. квартира, 140 м²","Москва, ЦАО, ул. Остоженка, 11",Хамовники,55.741746,37.599758,geocoded,nominatim,0.55,120 000 000 ₽,140 м²,4,4,6,https://www.cian.ru/sale/flat/328467458/?context=3.9LAnKHbO__Y.eEavVixduLb94K_IySzbqbdozu3TPjnXfxRyp0BYPkC4OOxg6ZRgH_1HmrigWhcij8UKV7VIP5enZQ&mlSearchSessionGuid=f7dad21855fa4169479945860be5cc46,https://images.cdn-cian.ru/images/2845759839-1.jpg,"Золотая миля, элитный клубный дом.",Продажа,Кирпичный,Кропоткинская,5,2026-04-02
45,"1-комн. квартира, 33 м²","Москва, СВАО, ул. Широкая, 12",Медведково Северное,55.886711,37.659437,geocoded,nominatim,0.55,10 500 000 ₽,33 м²,1,5,9,https://www.cian.ru/sale/flat/328481787/?context=3.soxvTz2tZxE.zRyOv-Qn7STDN1XOayvoiteKscePVl69yeq4HD_jC9gXORliNTrzybD2PNF66GzxUtR6zVgzHN2x9A,https://images.cdn-cian.ru/images/2845971687-1.jpg,Рядня Ботанический сад МГУ.,Продажа,Панельный,Медведково,10,2026-04-02
46,"2-комн. квартира, 57 м²","Москва, ЗАО, ул. Покрышкина, 4",Очаково-Матвеевское,55.665095,37.481492,geocoded,nominatim,0.55,19 500 000 ₽,57 м²,2,8,12,https://www.cian.ru/sale/flat/328497194/?context=3.6fLJRrMWZNk.gaoqmB_w-pNJgkGSCaAZI8eWZuYNtSWORjkr0PGPjizD8zfTsePCX2olcBexI374key3NglZ6dxy5A,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2846236029-1.jpg,Рядня парк 50-летия Октября.,Продажа,Кирпичный,Юго-Западная,12,2026-04-01
47,"1-комн. квартира, 40 м²","Москва, САО, ул. Адмирала Макарова, 10",Войковский,55.837460,37.489255,geocoded,nominatim,0.55,17 000 000 ₽,40 м²,1,15,20,https://www.cian.ru/sale/flat/327983711/?context=3.WW-roVNGS2k.r9xt_Nztr2hp0431GE92lztlQjDFfbaSoveJqxZimCcoLCunJjoD3hERl9JZfPCJM5A91aED9-te0A&mlSearchSessionGuid=a751aef88676f34ee9397e09ba2dcf2f,https://images.cdn-cian.ru/images/2846488958-1.jpg,"Вид на воду, современный ЖК.",Продажа,Монолитный,Балтийская,10,2026-04-01
48,"2-комн. квартира, 52 м²","Москва, ЮЗАО, ул. Профсоюзная, 92",Коньково,55.649107,37.528380,geocoded,nominatim,0.55,16 200 000 ₽,52 м²,2,7,9,https://www.cian.ru/sale/flat/327731087/?context=3.gu9Pf5AzcXg.SP6tz8vuU-R0jEhnaqVuRo5Lz2nrPfH5Q2n_kgeDOUmlOk7Z7Bdd3XJ6ooUQEPfflBL4k8b9TqD8JA&mlSearchSessionGuid=2031c71499f7b7d3a5c7a7483177d71f,https://images.cdn-cian.ru/images/kvartira-moskva-profsoyuznaya-ulica-2827315730-1.jpg,Удобная транспортная развязка.,Продажа,Панельный,Беляево,5,2026-04-02
49,"1-комн. квартира, 35 м²","Москва, ВАО, ул. 9-я Парковая, 60",Измайлово,55.804486,37.800812,geocoded,nominatim,0.55,10 100 000 ₽,35 м²,1,4,9,https://www.cian.ru/sale/flat/320335475/?context=3.fd-Mgg9RLQw.W-QGqEpQxTpg8EqdB_pPJCkIV3TLk2zyubghmCIdn4CrfieJZi7Vshy5xbeO-w-oDzx2yAUX173MzA&mlSearchSessionGuid=f0d303f477f9d3078e9ecaa04b5bb674,https://images.cdn-cian.ru/images/2831713354-1.jpg,Рядня Измайловский парк.,Продажа,Панельный,Щелковская,12,2026-04-01
50,"3-комн. квартира, 92 м²","Москва, СЗАО, ул. Генерала Глаголева, 10",Хорошево-Мневники,55.781310,37.466200,geocoded,nominatim,0.55,34 000 000 ₽,92 м²,3,12,18,https://www.cian.ru/sale/flat/327258476/?context=3.PwQmLt7dAxg.o6BXcqmUYZR5UJbaLOPcl7_18fvBSR9gi6AHIvreFKKI0xk1ipKeEV1g7B65BISeYfMMyQzsgUzccw&mlSearchSessionGuid=63f34bde0954482b21594043de14cdbd,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-generala-glagoleva-2816006028-1.jpg,"Престижный район, хороший ремонт.",Продажа,Монолитный,Октябрьское поле,15,2026-04-02
51,"2-комн. квартира, 48 м²","Москва, ЮАО, ул. Красная Крылья, 15",Донской,55.634847,37.541171,geocoded,cian-page,0.93,18 500 000 ₽,48 м²,2,5,6,https://www.cian.ru/sale/flat/328403044/?context=3.3qeO7-rp1tU.4f4TvGfsEHxSFanCDwEbQoVE4N5ED6ZN1kPremchXQvGXXHIwvOCBw-po21F9z5uHtu59hB617UbXw,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-ostrovityanova-2844450768-1.jpg,"Сталинский дом, центр.",Продажа,Кирпичный,Тульская,10,2026-04-01
52,"1-комн. квартира, 37 м²","Москва, СВАО, ул. Коминтерна, 12",Северное Медведково,55.862555,37.677610,geocoded,nominatim,0.55,12 500 000 ₽,37 м²,1,8,12,https://www.cian.ru/sale/flat/327947020/?context=3.EisxXIgN6ks.lbrdJhD7txEuWTqT-nvaI4BNXBqwOWDDj5190NZtOUOI5PoIs04b9V03fwNBS1tGAVv718CumoPKlg&mlSearchSessionGuid=d761e72b984cefa8a37a545d9f172405,https://images.cdn-cian.ru/images/2839556922-1.jpg,"Свежий ремонт, никто не жил.",Продажа,Панельный,Медведково,8,2026-04-02
53,"4-комн. квартира, 108 м²","Москва, ЗАО, ул. Лобачевского, 92",Очаково-Матвеевское,55.680675,37.484520,geocoded,nominatim,0.55,42 000 000 ₽,108 м²,4,10,14,https://www.cian.ru/sale/flat/328542881/?context=3.ndqEApwqcq8.y9gD18QtocgOqgfrFSwpN2XPB3kxF67kiHhvpM2lQgfJlVR5nJnmuDbsMm9nHZBak8bxHnrwo0xThg&mlSearchSessionGuid=9a5bfe0dfeb930a848adeba5a4424c59,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-lobachevskogo-2847130892-1.jpg,"Для большой семьи, два балкона.",Продажа,Кирпичный,Проспект Вернадского,12,2026-04-01
54,"1-комн. квартира, 31 м²","Москва, ЮВАО, ул. Кубанская, 12",Люблино,55.683646,37.740712,geocoded,nominatim,0.55,9 200 000 ₽,31 м²,1,3,9,https://lyubertsy.cian.ru/sale/flat/316491455/?context=3.FNe0V3bSOHw.6V7TavMONzwlFA8et-YVLz5yryWIDyXLjxRyCY5KoUh8wGteH2U0ygFbP2s8z_PQh2ypdGkA7h20bw&mlSearchSessionGuid=cf4f6b4d9e4256125a0c1cd479b87004,https://images.cdn-cian.ru/images/2459116955-1.jpg,"Недорогой вариант, требует ремонта.",Продажа,Панельный,Люблино,10,2026-04-02
55,"2-комн. квартира, 55 м²","Москва, САО, ул. Клары Цеткин, 20",Войковский,55.826656,37.515541,geocoded,nominatim,0.55,17 800 000 ₽,55 м²,2,9,12,https://www.cian.ru/sale/flat/327836324/?context=3.FYb896KQ0Uo.Gp3NPIF0w9kCMZ_6W8oPgaW-7XjQdLRALPhajlI0cl67WXExBjXNXM3UsOlP3ENnHHpdRvf-ktEzww&mlSearchSessionGuid=96923d4a3000ead6052d45fb58596dd3,https://images.cdn-cian.ru/images/2829751116-1.jpg,Рядня парк Дружбы.,Продажа,Кирпичный,Водный стадион,12,2026-04-01
56,"3-комн. квартира, 76 м²","Москва, ЮЗАО, ул. Теплый Стан, 10",Теплый Стан,55.629134,37.485781,geocoded,nominatim,0.55,19 000 000 ₽,76 м²,3,6,9,https://www.cian.ru/sale/flat/327685780/?context=3.jXE_fWt8EoI.532bAOQWsiBJ_YYxKnGePEIHUrxocoss7ON51Vv2L6k8ByUb8HCm-81c0-bLILZVrs5N1tSvz31kDg&mlSearchSessionGuid=52de279e17fc884469a7f55e002bc187,https://images.cdn-cian.ru/images/2826329751-1.jpg,"Спальный район, все рядом.",Продажа,Панельный,Теплый Стан,5,2026-04-02
57,"1-комн. квартира, 44 м²","Москва, СЗАО, ул. Маршала Тухачевского, 22",Хорошевский,55.785635,37.478774,geocoded,nominatim,0.55,21 000 000 ₽,44 м²,1,18,25,https://www.cian.ru/sale/flat/326217775/?context=3.dGtIRHQPCSA.mDCvrsBkqeCnY5e742je7XjPuifXu9ibKQxeGyXjNkg5nuMCTxWil4rcaYU1hmqS5xPytpsSMoxVOA&mlSearchSessionGuid=479464e0352be798a84403f4d8b7541e,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-marshala-tuhachevskogo-2785369670-1.jpg,"Бизнес-класс, консьерж.",Продажа,Монолитный,Полежаевская,10,2026-04-01
58,"2-комн. квартира, 50 м²","Москва, ВАО, ул. Уральская, 10",Гольяново,55.818578,37.798124,geocoded,nominatim,0.55,11 800 000 ₽,50 м²,2,5,9,https://www.cian.ru/sale/flat/327955312/?context=3.3sVTTwYi2DQ.xzf8iuW6UsRq8YSnbO4H-zTr5piNzD3ZD-TrA0ALoAcdv4nu4-FfW75G7jecnSzBhOuVwujBC6n7GQ&mlSearchSessionGuid=7983e3ea9995fc2c8a41f11043ff081b,https://images.cdn-cian.ru/images/komnata-moskva-krasnoyarskaya-ulica-2832576399-1.jpg,"Типовая планировка, чисто.",Продажа,Панельный,Щелковская,15,2026-04-02
59,"1-комн. квартира, 36 м²","Москва, ЮАО, ул. Артековская, 5",Нагатино-Садовники,55.650245,37.613705,geocoded,nominatim,0.55,13 500 000 ₽,36 м²,1,7,12,https://www.cian.ru/sale/flat/328248201/?context=3.FGco9QRG_dQ.tLEmncFLQHt9wiBBO8hLUnumbLnr63m7CQPRdG2RmtVV7GMCgdYkKnCXK7pZE8PQEey4pXVyG0WQFQ,https://images.cdn-cian.ru/images/komnata-moskva-krasnoyarskaya-ulica-2839039910-1.jpg,Рядня парк Коломенское.,Продажа,Кирпичный,Каширская,10,2026-04-01
60,"3-комн. квартира, 84 м²","Москва, СВАО, ул. Руставели, 14",Бутырский,55.812761,37.598465,geocoded,nominatim,0.55,23 000 000 ₽,84 м²,3,8,12,https://www.cian.ru/sale/flat/328214664/?context=3.r9VV2h9Y7E0.QjGjTLXKyV4rN1eruyrXm9b3AXJCIYbgAO9SE8bRZMoMVkTelYfYM28B1YNrMC7KWt_sCIgffyRo9g&mlSearchSessionGuid=c0793148eb064cbc30f651157663494e,https://images.cdn-cian.ru/images/2838146557-1.jpg,"Изолированные комнаты, лоджия.",Продажа,Кирпичный,Дмитровская,10,2026-04-02
61,"2-комн. квартира, 59 м²","Москва, ЗАО, ул. Удальцова, 30",Проспект Вернадского,55.681878,37.494577,geocoded,nominatim,0.55,20 500 000 ₽,59 м²,2,10,16,https://www.cian.ru/sale/flat/327239823/?context=3.jnr3ILscru4.ohZzrL6e8qwUaBo37zE9ZG2TcUYXxM5HykhQDNQ1yglXNzvNB7JqVYU2mMht7LKnSjBuMTjb1iOkHA&mlSearchSessionGuid=57047cba6693e658314a56ad33eb7808,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-udalcova-2825620051-1.jpg,"Современный дом, охрана.",Продажа,Монолитный,Проспект Вернадского,8,2026-04-01
62,"1-комн. квартира, 32 м²","Москва, ЮВАО, ул. Верхние Поля, 52",Марьино,55.653486,37.819774,geocoded,nominatim,0.55,9 500 000 ₽,32 м²,1,4,9,https://www.cian.ru/sale/flat/327193877/?context=3.0IMAuP4AmnE.cd3kUjwKijgTtFeMgXNHPYMqDVwX1tt4XNHdSwjA3G34z1vFLAeqkcVahuUiDLdlEOgaWntjQNvMMQ&mlSearchSessionGuid=5651e3e2718971b30441aaebee8fc446,https://images.cdn-cian.ru/images/2814190980-1.jpg,"Окна во двор, тихо.",Продажа,Панельный,Братиславская,12,2026-04-02
63,"4-комн. квартира, 125 м²","Москва, ЦАО, ул. Тверская, 18",Тверской,55.773296,37.591238,geocoded,nominatim,0.55,95 000 000 ₽,125 м²,4,5,7,https://www.cian.ru/sale/flat/326960383/?context=3.LNmXDbajz_I.HAt-kKtvTZPUXC_rg1Gf0b1H3RcstrgV4Gc6pchAlqO_99pcXgubtOzlVUSRKDa96LjPs0_MLxZ1KQ&mlSearchSessionGuid=14110fb1b35cae79ab3b3cfc286da6ee,https://images.cdn-cian.ru/images/2826704334-1.jpg,"Самое сердце Москвы, исторический фонд.",Продажа,Кирпичный,Пушкинская,3,2026-04-01
64,"1-комн. квартира, 39 м²","Москва, СЗАО, ул. Свободы, 67",Покровское-Стрешнево,55.854446,37.445531,geocoded,nominatim,0.55,14 800 000 ₽,39 м²,1,11,17,https://www.cian.ru/sale/flat/328401083/?context=3.YI8qDODdQ7g.e7LstgQsBXEgOX-45dRKjNfBzzFrCrr2C5S0-jDW_qZBE44xJtfa24KUon7WNh0BTBI05CpuKdb15Q&mlSearchSessionGuid=0fb3dcb286d2b0e209e20244e177d5da,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-svobody-2844420095-1.jpg,Рядня парк Покровское-Стрешнево.,Продажа,Монолитный,Волоколамская,10,2026-04-02
65,"2-комн. квартира, 53 м²","Москва, ЮЗАО, ул. Намёткина, 12",Черемушки,55.660723,37.554100,geocoded,nominatim,0.55,18 200 000 ₽,53 м²,2,6,9,https://www.cian.ru/sale/flat/286346585/?context=3.jRCof7fIZqY.x1Asy5CNvjxWSB67lT9P4rk6HBZ0n-kl2WY2f05DwWvNVB41h8RSnd38LabMgPVfhwaLDSEldBITKQ&mlSearchSessionGuid=2ed89e5bf791460a2ca1e2b50c633d0e,https://images.cdn-cian.ru/images/2837816441-1.jpg,Интеллигентный район.,Продажа,Панельный,Профсоюзная,8,2026-04-01
66,"3-комн. квартира, 79 м²","Москва, ВАО, ул. 15-я Парковая, 40",Измайлово,55.800959,37.819361,geocoded,cian-page,0.93,17 500 000 ₽,79 м²,3,7,9,https://www.cian.ru/sale/flat/328110257/?context=3.flbAA1tlivw.vse1o89u5Pn9xIIoqOcLznj3ryTaT5poASjjx0sPs426Bt7IdesrovVDYNdvujlZs5vbn1cr_lgVYw&mlSearchSessionGuid=a6a4c8e7c0a98443472d0fc4953a16be,https://images.cdn-cian.ru/images/2836046772-1.jpg,"Просторная, светлая.",Продажа,Панельный,Измайловская,10,2026-04-02
67,"1-комн. квартира, 35 м²","Москва, САО, ул. Михалковская, 50",Головинский,55.838850,37.512153,geocoded,nominatim,0.55,12 200 000 ₽,35 м²,1,5,9,https://www.cian.ru/cat.php?deal_type=sale&engine_version=2&offer_type=flat&region=1&source=search_string,https://images.cdn-cian.ru/images/2836046772-1.jpg,"Тихий двор, зелень.",Продажа,Кирпичный,Балтийская,15,2026-04-01
68,"2-комн. квартира, 56 м²","Москва, ЮАО, ул. Днепропетровская, 22",Бирюлево Восточное,55.621125,37.584107,geocoded,nominatim,0.55,11 000 000 ₽,56 м²,2,8,9,https://www.cian.ru/sale/flat/327591970/?context=3.2oLSnmw9VGk.mASvpQSVM4tsEzzRpVgAuvpkhg3a7rXnt_Ee4MaMzaSuzH7dgEs4h1AW1ss71tAYq7sAWsGTOf_S2Q&mlSearchSessionGuid=0de2e356f94eb121855d017a735828e8,https://images.cdn-cian.ru/images/kvartira-moskva-dnepropetrovskaya-ulica-2838606568-1.jpg,Доступная цена для двушки.,Продажа,Панельный,Бирюлево Товарная,12,2026-04-02
69,"1-комн. квартира, 41 м²","Москва, ЗАО, ул. Мосфильмовская, 88",Раменки,55.702889,37.491260,geocoded,nominatim,0.55,23 500 000 ₽,41 м²,1,22,35,https://www.cian.ru/sale/flat/326566680/?context=3.HTNzV1mpb_U.rT-GOKZ3U_n01qVpOBu4nrdRl9aka4IF1f5ec7UNkDFRBKPdiZZTzEnUOdEB2bS6-bw1tEW_eo2TFQ&mlSearchSessionGuid=697dc5ac554c42b20bdcfacb797e6b09,https://images.cdn-cian.ru/images/kvartira-moskva-mosfilmovskaya-ulica-2796150088-1.jpg,"ЖК Раменки, видовой этаж.",Продажа,Монолитный,Раменки,15,2026-04-01
70,"3-комн. квартира, 86 м²","Москва, СВАО, ул. Хачатуряна, 10",Северное Медведково,55.856959,37.594256,geocoded,nominatim,0.55,21 500 000 ₽,86 м²,3,10,17,https://www.cian.ru/sale/flat/328257881/?context=3.vz6vhc7pDrw.1fwxGlAHwKxuqKG3C1x8VDIXOmzy9E0dvDN83aZSRYhfh0UTjkyWH-2iw8OmVd1I4k-oT2shpmeyKw&mlSearchSessionGuid=d32c251ff88154ce10e36ad2c10378c2,https://images.cdn-cian.ru/images/dolya-v-kvartire-moskva-ulica-hachaturyana-2839877566-1.jpg,"Евро-трешка, современный ремонт.",Продажа,Монолитный,Алтуфьево,15,2026-04-02
71,"2-комн. квартира, 47 м²","Москва, ВАО, ул. Константина Федина, 8",Сокольники,55.805839,37.794033,geocoded,nominatim,0.55,16 500 000 ₽,47 м²,2,4,5,https://www.cian.ru/sale/flat/327601825/?context=3.LBuXECBfg6s.VrADeDEAbblzH2-Mf12AwnnjEkQfqn-lW8N71PIpVFJ2OnqPicKocX86-lAPlDzsdR4FNpRcR9cb8g&mlSearchSessionGuid=df321fcd155da300b2c1e82c4a0d7f65,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-konstantina-fedina-2824322855-1.jpg,"Рядня парк Сокольники, сталинка.",Продажа,Кирпичный,Сокольники,5,2026-04-01
72,"1-комн. квартира, 34 м²","Москва, ЮВАО, ул. Совхозная, 35",Люблино,55.669359,37.743174,geocoded,nominatim,0.55,9 800 000 ₽,34 м²,1,6,9,https://www.cian.ru/sale/flat/328325459/?context=3.V0XHrbpX2wU.wXoXbtwLyPlWOBsS-f1VagW-pbQYaQx-f-gmDYE-fQt1z21VN5BqAa0iHQaAppQkGX78HpWJl4oNbg&mlSearchSessionGuid=d274bfaeea63d8fd41f20ac191f28138,https://images.cdn-cian.ru/images/kvartira-moskva-sovhoznaya-ulica-2842571148-1.jpg,Обычное состояние.,Продажа,Панельный,Люблино,10,2026-04-02
73,"4-комн. квартира, 112 м²","Москва, СЗАО, ул. Маршала Бирюзова, 23",Щукино,55.795055,37.489652,geocoded,nominatim,0.55,39 000 000 ₽,112 м²,4,12,16,https://www.cian.ru/sale/flat/324830484/?context=3.jMCImZcz2vM.FOXP78Hic3J8cJogSyCIhmMQyyEtkSckq5eyoc0mC0iPBkCjtSWgj7ZCGrBef6s2fYNThI0Xy3Qh9g&mlSearchSessionGuid=bf9c87117ce9dbe40ef414c84d012afd,https://images.cdn-cian.ru/images/2729872925-1.jpg,"Просторная, для семьи.",Продажа,Кирпичный,Щукинская,8,2026-04-01
74,"1-комн. квартира, 37 м²","Москва, ЮЗАО, ул. Введенского, 5",Академический,55.643913,37.544537,geocoded,nominatim,0.55,15 500 000 ₽,37 м²,1,7,9,https://www.cian.ru/sale/flat/320022360/?context=3.-IF3EgtkAz8.6YZ7xIOTwQuOWxCfKPMipmM_d4c8uDNmF8LrpzYByb2z-EroY13VsSGLg5K1xPMLnKR0yl8e14Q7ug&mlSearchSessionGuid=99eb73d76df727a40af5e0e6c7bd2638,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-vvedenskogo-2571141481-1.jpg,"Научный центр, тихо.",Продажа,Кирпичный,Академическая,7,2026-04-02
75,"2-комн. квартира, 54 м²","Москва, САО, ул. Лавочкина, 20",Ховрино,55.851946,37.501021,geocoded,nominatim,0.55,13 200 000 ₽,54 м²,2,9,17,https://www.cian.ru/sale/flat/327864441/?context=3.T7A5H5RYwec.14u03qsBO745HLgCdtgOQz50c8XA6fOyFNYrBGlDOSvhMBaqVh44JMYaB48xfrZe54ZvGsnh5hFljQ,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-krasnogo-mayaka-2830338802-1.jpg,"Новый район, свежий воздух.",Продажа,Монолитный,Ховрино,10,2026-04-01
76,"3-комн. квартира, 74 м²","Москва, ВАО, ул. 9-я Парковая, 20",Измайлово,55.801675,37.798985,geocoded,nominatim,0.55,16 000 000 ₽,74 м²,3,5,9,https://www.cian.ru/sale/flat/328453517/?context=3.xCc10R6QunE.AhSKGEoe87Z_43LO5DyvZUFjd50pfYEf8OFAnoHtwL4-R4WcU5j1oTnpalQMDaffm1pCUfIZXS5row,https://images.cdn-cian.ru/images/kvartira-moskva-bolotnikovskaya-ulica-2845476766-1.jpg,Смежно-изолированные.,Продажа,Панельный,Щелковская,10,2026-04-02
77,"1-комн. квартира, 42 м²","Москва, ЗАО, ул. Винницкая, 15",Обручевский,55.698766,37.490338,geocoded,nominatim,0.55,17 800 000 ₽,42 м²,1,10,12,https://www.cian.ru/sale/flat/327954244/?context=3.zMxllxJJwgY.b8u0-JpFT0uaNZ3A5CEe061k-blULzHM1j6UilQytEIigCzYRiDZCfdSshvQq7ATy3rD7C35HxlaQA&mlSearchSessionGuid=94f3929c911fe65a7d2764cba9e453f8,https://images.cdn-cian.ru/images/kvartira-moskva-vinnickaya-ulica-2832564901-1.jpg,Рядня Битцевский парк.,Продажа,Кирпичный,Калужская,12,2026-04-01
78,"2-комн. квартира, 51 м²","Москва, ЮАО, ул. Красного Маяка, 25",Чертаново Центральное,55.610575,37.606648,geocoded,nominatim,0.55,14 500 000 ₽,51 м²,2,10,14,https://www.cian.ru/sale/flat/323537886/?context=3.TFX7M6WZrb8.AE3jTWriLgZLU_iUQti-QjBwfQ1IoiFepjQJEWrSrc4mTyrxlUW-2rBY6dri7qCHAEgqxS0NBmGmbg&mlSearchSessionGuid=333aea9e8cf1316c71e7ca412c26db55,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-krasnogo-mayaka-2687919578-1.jpg,Хороший ремонт.,Продажа,Панельный,Чертановская,8,2026-04-02
79,"1-комн. квартира, 33 м²","Москва, СВАО, ул. Полярная, 30",Отрадное,55.881844,37.641954,geocoded,nominatim,0.55,11 500 000 ₽,33 м²,1,4,9,https://www.cian.ru/sale/flat/328335985/?context=3.N8xLsDknJx0.d1kFY-C7Kx3sEaBhKQ1Vit0-TwcmuCMdnWvWEgK-VQziq2QWkD3Zo2NwpVPeOAAZLwZJhrAB6f_qMw,https://images.cdn-cian.ru/images/komnata-moskva-krasnoyarskaya-ulica-2842851065-1.jpg,Тихий двор.,Продажа,Панельный,Отрадное,7,2026-04-01
80,"3-комн. квартира, 90 м²","Москва, СЗАО, ул. Маршала Тухачевского, 40",Хорошевский,55.785850,37.470675,geocoded,nominatim,0.55,36 000 000 ₽,90 м²,3,15,20,https://www.cian.ru/sale/flat/327550176/?context=3.qxNqjjYdios.sRyr8eegidhFZK1hyIbp0M-MNeuARtbf8nGwAyVDY4BRLx3rr79CANYha2rHg-zpVIs59_wZ2-yK9Q&mlSearchSessionGuid=40ecd76dcbad52b19667ab12e38e8f63,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-marshala-tuhachevskogo-2823036801-1.jpg,Бизнес-класс.,Продажа,Монолитный,Полежаевская,12,2026-04-02
81,"2-комн. квартира, 49 м²","Москва, ЮВАО, ул. Братиславская, 10",Марьино,55.661369,37.751587,geocoded,nominatim,0.55,11 800 000 ₽,49 м²,2,6,9,https://www.cian.ru/sale/flat/327193877/?context=3.-e1QBsj9Bhc.Mo1F_RJkVoi94WVF3wIX5CDa-Qqta8xVPFbgMyIh7dghURsjuf2nniPK6Td-0s6aAhFyg1ZLkDtKTg&mlSearchSessionGuid=8b2db3f886d4b3fdee54266bdd02364f,https://images.cdn-cian.ru/images/2814190980-1.jpg,Рядня метро.,Продажа,Панельный,Братиславская,5,2026-04-01
82,"1-комн. квартира, 38 м²","Москва, ЮЗАО, ул. Профсоюзная, 110",Коньково,55.641436,37.519110,geocoded,nominatim,0.55,13 900 000 ₽,38 м²,1,8,12,https://www.cian.ru/sale/flat/328537059/?context=3.vjtC1IN-qJc.-wm253zyMtoAD1fL71mPpgtZahQNaqlV_VnGpdP--4Xblwqxd7Z8GkMuVSFb6qmSBvwJMHhg_QWtyQ&mlSearchSessionGuid=2654f0c2eacbfce52bded96239f825d9,https://images.cdn-cian.ru/images/2847035814-1.jpg,Светлая.,Продажа,Панельный,Беляево,8,2026-04-02
83,"4-комн. квартира, 135 м²","Москва, ЦАО, Патриаршие пруды, 10",Пресненский,55.848872,37.650388,geocoded,cian-page,0.93,150 000 000 ₽,135 м²,4,3,5,https://www.cian.ru/sale/flat/323518402/?context=3.QUVivFhJV-E.MJk-Lj4CqUejbEdhy1WnqQ2X9v1-Tc2PIHB4oUSfv82ZQdhAq-nP1QKl1mZFWjlz4MYZ1fVjWYynEQ&mlSearchSessionGuid=c5e0b81d2dec8dec531127cc38c9d4ed,https://images.cdn-cian.ru/images/2822500459-1.jpg,"Элитная недвижимость, терраса.",Продажа,Кирпичный,Маяковская,5,2026-04-01
84,"1-комн. квартира, 35 м²","Москва, ВАО, ул. Хабаровская, 15",Гольяново,55.822525,37.823380,geocoded,nominatim,0.55,9 500 000 ₽,35 м²,1,5,9,https://www.cian.ru/sale/flat/327955312/?context=3.-C9hfVQ09tE.rxO0O0dah_7IJRLzXpkRyjsgnKd8ufXutG1dLcWGl5MyEU_Y7AAja6mfqf0ylSYdvGdfrKcwDhQhLQ&mlSearchSessionGuid=2260e1e0727cfb84c426eebfba8d27cc,https://images.cdn-cian.ru/images/komnata-moskva-krasnoyarskaya-ulica-2832576393-1.jpg,Недорого.,Продажа,Панельный,Щелковская,12,2026-04-02
85,"2-комн. квартира, 55 м²","Москва, САО, ул. Фестивальная, 20",Головинский,55.859791,37.498725,geocoded,nominatim,0.55,15 000 000 ₽,55 м²,2,7,9,https://www.cian.ru/sale/flat/327066504/?context=3.LBwxstmluik.QMPbrRGzvpd0yqk65z2wkorFAZF9TP5ZXgK3e9JPuTrZssm1D0RlUwbZflZ2s5MeVX4upV1G0_Ltcg&mlSearchSessionGuid=091d45345fae28e8e3b5f974f9d04d00,https://images.cdn-cian.ru/images/2837852362-1.jpg,Рядня парк Дружбы.,Продажа,Кирпичный,Речной вокзал,10,2026-04-01
86,"3-комн. квартира, 81 м²","Москва, ЮАО, ул. Кировоградская, 10",Чертаново Южное,55.625365,37.609463,geocoded,nominatim,0.55,18 500 000 ₽,81 м²,3,5,9,https://www.cian.ru/sale/flat/327703980/?context=3.FMXSoBPGCrY.3rt3X47Anypai8LJwLr2Z8be8jcz9bzJ9AFdjcPjDHahhKm7IPuK9a4dilogFDcDidDnfpaDf93O_Q&mlSearchSessionGuid=971cc36ae438a4ca56a14f579859cd72,https://images.cdn-cian.ru/images/kvartira-moskva-kirovogradskaya-ulica-2826689257-1.jpg,Просторная.,Продажа,Панельный,Улица Академика Янгеля,8,2026-04-02
